project_id,project_author_id,project_author_username,studio_numberscript_count,variable_count,list_count,comment_count,costume_count,sprite_count,block_count,block_unique_count,random_block_count,
236758790,1202362,ekontopidi,14,85,3,1,0,33,28,462,24,1
236923709,1202362,ekontopidi,15,3,0,0,0,11,1,16,8,0
236949133,1202362,ekontopidi,16,25,3,0,0,15,4,156,24,0
237016473,1202362,ekontopidi,17,8,4,1,0,10,2,82,35,0
237068635,1202362,ekontopidi,18,22,1,0,0,23,8,113,24,1
237146861,1202362,ekontopidi,19,25,2,0,0,12,7,99,29,5
237326824,1202362,ekontopidi,20,2,0,0,0,11,1,17,9,0
237437500,1202362,ekontopidi,21,15,2,2,0,9,4,69,29,0
236090730,13275782,elimasa,1,2,0,0,0,7,2,17,11,0
236129082,13275782,elimasa,2,3,0,0,0,3,1,7,7,0
236142330,13275782,elimasa,3,1,0,0,0,9,1,38,7,0
236221516,13275782,elimasa,4,4,0,0,0,5,1,12,7,0
236224037,13275782,elimasa,5,6,1,0,0,5,2,32,15,0
236237801,13275782,elimasa,6,3,0,0,0,4,3,30,11,6
236247267,13275782,elimasa,7,2,0,0,0,5,2,30,14,0
236292007,13275782,elimasa,8,4,4,0,0,2,1,36,14,1
236323477,13275782,elimasa,9,4,3,0,0,19,4,69,18,9
236399764,13275782,elimasa,10,3,2,0,0,8,2,20,14,0
109749078,13275782,elimasa,11,11,1,0,0,45,11,159,17,10
236526037,13275782,elimasa,12,10,0,0,0,14,4,40,15,0
236633015,13275782,elimasa,13,2,0,0,0,3,1,18,17,0
236743315,13275782,elimasa,14,2,0,1,0,7,1,20,12,0
236851585,13275782,elimasa,15,4,0,0,0,5,2,16,12,0
236943691,13275782,elimasa,16,1,3,0,0,3,1,15,9,0
237017004,13275782,elimasa,17,1,4,3,0,1,0,37,17,0
109690560,13275782,elimasa,18,1,4,0,0,4,2,27,16,2
237375105,13275782,elimasa,18,1,0,0,0,2,1,45,8,0
237134267,13275782,elimasa,19,5,2,0,0,7,1,41,30,3
237258501,13275782,elimasa,20,1,4,0,0,4,2,33,18,2
237444078,13275782,elimasa,21,8,10,0,1,55,2,80,30,2
235766612,214174,enauman,3,6,7,1,0,4,3,52,28,0
235795273,214174,enauman,3,2,1,1,0,3,1,40,25,1
235819905,214174,enauman,4,52,1,0,0,28,26,521,14,130
235918660,214174,enauman,5,5,1,0,0,13,3,33,17,0
236070211,214174,enauman,6,11,1,0,0,12,3,68,36,3
236104452,214174,enauman,7,6,1,0,0,2,1,42,24,3
236208542,214174,enauman,8,12,1,0,0,20,5,69,29,8
236308956,214174,enauman,9,16,4,0,0,25,7,129,26,1
236396212,214174,enauman,10,38,8,0,0,5,4,141,25,0
236451979,214174,enauman,11,55,2,0,0,29,26,122,23,0
236516492,214174,enauman,12,204,10,0,0,49,38,571,37,6
236621251,214174,enauman,13,10,2,0,0,4,3,64,29,3
236736119,214174,enauman,14,7,2,1,0,6,2,47,18,1
236836743,214174,enauman,15,6,2,0,0,15,2,142,22,0
236930779,214174,enauman,16,13,8,4,0,9,3,161,32,1
236930779,214174,enauman,17,13,8,4,0,9,3,161,32,1
237073879,214174,enauman,18,50,10,0,0,24,14,217,22,3
237134693,214174,enauman,19,4,3,0,0,4,2,36,22,3
237242777,214174,enauman,20,14,14,2,0,11,10,131,27,0
237350977,214174,enauman,21,19,0,0,0,17,8,95,16,0
236387547,34314391,fabiomanuppella,1,2,0,0,0,4,2,22,11,2
236388711,34314391,fabiomanuppella,2,3,0,0,0,2,1,13,11,2
236389908,34314391,fabiomanuppella,3,1,0,0,0,1,0,29,3,0
236391195,34314391,fabiomanuppella,4,4,0,0,0,3,1,14,11,1
236391758,34314391,fabiomanuppella,5,3,0,0,0,6,2,29,12,4
236393088,34314391,fabiomanuppella,6,1,3,0,0,2,1,27,14,1
236403267,34314391,fabiomanuppella,7,2,0,0,0,2,1,24,12,1
236405038,34314391,fabiomanuppella,8,1,2,0,0,2,1,22,14,1
236406142,34314391,fabiomanuppella,9,1,0,0,0,3,1,17,13,0
236410660,34314391,fabiomanuppella,10,5,0,0,0,3,1,37,16,0
236453028,34314391,fabiomanuppella,11,5,0,0,4,6,2,23,10,0
236571356,34314391,fabiomanuppella,12,1,0,0,0,8,1,12,10,0
236623090,34314391,fabiomanuppella,13,1,0,0,0,4,1,21,18,0
236762978,34314391,fabiomanuppella,14,2,0,0,0,4,1,34,17,2
236854673,34314391,fabiomanuppella,15,5,4,0,0,3,2,101,26,2
236932375,34314391,fabiomanuppella,16,3,0,1,0,3,1,23,13,0
237015611,34314391,fabiomanuppella,17,2,4,1,0,3,1,48,22,1
237094625,34314391,fabiomanuppella,18,8,3,0,0,7,4,115,30,0
237137770,34314391,fabiomanuppella,19,5,0,0,1,3,1,21,12,0
237290309,34314391,fabiomanuppella,20,6,0,0,0,3,1,26,14,4
237404694,34314391,fabiomanuppella,21,6,0,0,0,5,1,46,15,0
235867388,16822769,federica_lizzi,1,3,0,0,0,7,2,23,13,0
235868762,16822769,federica_lizzi,2,3,0,0,0,8,1,11,9,3
235873228,16822769,federica_lizzi,3,1,0,0,0,16,1,59,6,0
235876221,16822769,federica_lizzi,4,1,0,0,0,8,1,25,11,6
235914701,16822769,federica_lizzi,5,1,0,0,0,7,5,24,14,2
236532513,16822769,federica_lizzi,6,1,0,0,0,3,1,15,11,1
237007607,16822769,federica_lizzi,7,1,0,0,0,3,1,13,11,0
236529232,16822769,federica_lizzi,8,2,1,0,0,3,2,29,19,2
237007984,16822769,federica_lizzi,9,2,1,0,0,8,2,63,19,6
237010258,16822769,federica_lizzi,10,7,3,0,0,5,4,43,12,0
237012113,16822769,federica_lizzi,11,7,0,0,0,6,2,25,6,0
237063993,16822769,federica_lizzi,12,7,0,0,0,6,2,45,16,0
237119793,16822769,federica_lizzi,13,1,0,0,0,3,1,9,8,2
237120593,16822769,federica_lizzi,14,1,0,0,0,3,1,12,7,0
238227282,16822769,federica_lizzi,15,1,0,0,0,4,1,13,9,0
238228100,16822769,federica_lizzi,16,1,2,0,0,3,1,19,12,2
238258079,16822769,federica_lizzi,17,1,1,1,0,3,1,24,13,0
238272178,16822769,federica_lizzi,18,1,2,2,0,3,1,30,15,1
238273730,16822769,federica_lizzi,19,1,0,0,0,4,1,12,12,1
238274422,16822769,federica_lizzi,20,8,3,0,0,5,4,55,15,0
238353858,16822769,federica_lizzi,21,1,1,0,0,2,1,27,21,1
235626816,10121312,Fmiguelpt,1,2,0,0,0,8,2,12,10,0
235621434,4737145,FooliganXX,1,13,2,0,0,5,2,57,25,2
235802231,4737145,FooliganXX,2,5,0,0,0,4,3,19,12,4
81506118,4737145,FooliganXX,3,10,1,0,0,5,4,68,14,3
236155102,21887196,frenchspritz,1,9,0,0,0,5,4,38,15,2
236259898,21887196,frenchspritz,2,4,0,0,0,5,2,23,18,3
236551884,21887196,frenchspritz,3,3,0,0,0,8,6,68,13,0
236680309,21887196,frenchspritz,4,15,0,0,0,12,5,116,21,0
244008280,21887196,frenchspritz,5,17,0,0,0,15,6,91,22,0
246098271,21887196,frenchspritz,7,15,0,0,0,10,7,52,19,0
246233234,21887196,frenchspritz,8,23,1,0,0,26,14,172,28,0
251001279,21887196,frenchspritz,9,16,0,0,0,13,9,58,21,0
251008221,21887196,frenchspritz,10,17,1,0,0,9,4,51,26,0
251295116,21887196,frenchspritz,11,48,0,0,1,66,13,413,33,0
253451075,21887196,frenchspritz,12,16,0,0,0,21,4,109,27,0
255901634,21887196,frenchspritz,13,6,0,0,0,6,2,63,26,0
264372545,21887196,frenchspritz,21,31,0,0,0,10,7,141,30,0
235637251,24464388,FreshBroccoli,1,6,0,0,0,10,3,61,22,0
235682968,24464388,FreshBroccoli,1,9,0,0,0,18,3,125,22,0
235692086,24464388,FreshBroccoli,2,6,0,0,0,2,1,31,20,2
235876679,20919879,frjurado,1,6,7,0,0,5,2,116,33,5
236043124,20919879,frjurado,2,6,3,0,0,8,2,62,39,3
235697917,34188789,fun-timeonly,1,2,0,0,0,4,2,13,9,0
235710022,34188789,fun-timeonly,2,12,0,0,0,10,5,34,10,1
235763057,34188789,fun-timeonly,3,13,0,0,0,15,2,58,7,0
235825063,34188789,fun-timeonly,4,4,0,0,0,4,3,12,6,0
235885455,34188789,fun-timeonly,5,15,2,0,0,10,4,54,20,0
236041388,34188789,fun-timeonly,6,1,0,0,0,5,0,3,3,1
236116756,34188789,fun-timeonly,7,7,0,0,0,6,5,65,13,10
236222797,34188789,fun-timeonly,8,25,1,0,0,17,6,89,13,0
236323768,34188789,fun-timeonly,9,7,1,0,0,13,9,34,14,0
236399971,34188789,fun-timeonly,10,5,0,0,0,11,2,70,14,0
236453426,34188789,fun-timeonly,11,20,0,0,1,61,5,305,23,0
236523260,34188789,fun-timeonly,12,5,0,0,0,4,1,45,11,0
236628519,34188789,fun-timeonly,13,20,1,0,0,10,9,83,14,0
236772874,34188789,fun-timeonly,14,2,0,1,0,3,1,11,11,0
236846789,34188789,fun-timeonly,15,1,0,0,0,3,0,7,6,0
236955983,34188789,fun-timeonly,16,1,0,1,0,3,1,5,5,0
237016630,34188789,fun-timeonly,17,2,0,3,0,3,1,23,11,1
237075199,34188789,fun-timeonly,18,1,0,3,0,2,1,33,11,0
237146315,34188789,fun-timeonly,19,2,0,0,0,2,1,17,9,0
237246059,34188789,fun-timeonly,20,32,0,0,0,18,9,255,17,0
237361800,34188789,fun-timeonly,21,3,3,0,0,8,2,25,14,0
217907922,25507895,Fyndora,6,9,0,0,0,14,2,45,18,4
236258670,34099462,GASMakers,1,2,0,0,0,9,4,9,6,0
236260311,34099462,GASMakers,2,2,0,0,0,3,1,6,5,2
236262461,34099462,GASMakers,3,2,0,0,0,3,1,29,11,2
236267624,34099462,GASMakers,4,4,0,0,0,7,2,17,12,0
236326333,34099462,GASMakers,5,12,0,0,0,13,11,105,21,1
236400149,34099462,GASMakers,6,1,0,0,0,3,1,18,11,2
236403148,34099462,GASMakers,7,4,0,0,0,7,5,73,10,0
236321680,34099462,GASMakers,9,10,2,0,0,5,2,63,24,2
236414708,34099462,GASMakers,10,6,4,0,0,10,3,78,20,0
236456557,34099462,GASMakers,11,8,1,0,0,6,3,37,18,0
235592945,34199235,gaviotita85,1,2,0,0,0,3,2,18,8,0
237491794,34199235,gaviotita85,2,3,0,0,0,3,1,10,10,0
237207999,34199235,gaviotita85,6,1,0,0,0,9,1,6,5,2
237494058,34199235,gaviotita85,11,16,0,0,1,59,5,290,26,0
237982056,34199235,gaviotita85,16,4,0,0,0,8,2,15,8,1
235975197,24696341,GCarganilla,1,4,0,0,0,5,2,22,16,0
236082739,24696341,GCarganilla,2,3,0,0,0,2,1,14,12,1
236422889,24696341,GCarganilla,3,10,0,0,0,6,4,62,10,0
236566702,24696341,GCarganilla,4,5,0,0,0,9,2,11,6,0
236601331,24696341,GCarganilla,5,7,0,0,0,7,3,24,12,0
236604364,24696341,GCarganilla,6,3,2,0,0,5,2,15,10,2
236686157,24696341,GCarganilla,7,3,0,0,0,3,2,16,12,0
236808896,24696341,GCarganilla,8,4,2,0,0,3,1,28,17,1
237400261,24696341,GCarganilla,9,5,0,0,0,3,1,24,11,0
237650427,24696341,GCarganilla,10,8,1,0,0,7,2,61,25,2
237715744,24696341,GCarganilla,11,65,0,0,0,35,12,244,27,4
237743739,24696341,GCarganilla,12,7,0,0,0,18,4,74,15,0
237795787,24696341,GCarganilla,13,2,0,0,0,6,2,29,16,0
237999490,24696341,GCarganilla,14,2,0,1,0,6,1,21,13,0
238128038,24696341,GCarganilla,15,8,0,0,0,6,2,17,7,0
238201127,24696341,GCarganilla,16,2,3,0,0,3,1,29,14,0
238257085,24696341,GCarganilla,17,14,0,1,0,10,3,67,25,2
238285544,24696341,GCarganilla,18,27,0,0,0,12,8,132,24,0
238506176,24696341,GCarganilla,19,4,0,0,0,4,2,32,23,0
238523570,24696341,GCarganilla,20,10,1,0,0,8,2,60,28,0
238594639,24696341,GCarganilla,21,1,1,1,0,4,1,24,10,0
235762124,7505824,GDAcs,1,3,0,0,0,6,2,13,9,2
235763142,7505824,GDAcs,2,2,0,0,0,3,1,7,7,0
235822123,7505824,GDAcs,4,3,1,0,0,6,1,17,12,1
236054855,7505824,GDAcs,6,9,6,0,0,22,4,134,23,0
236418047,7505824,GDAcs,10,1,3,0,0,7,1,25,14,0
235952862,11087380,gennyzu,1,5,0,0,0,5,2,31,12,4
235954829,11087380,gennyzu,2,5,0,0,0,6,2,24,11,0
235707886,9694576,Geoman057,1,4,0,0,0,7,2,15,6,0
235719619,9694576,Geoman057,2,1,0,0,0,2,1,9,9,0
235870285,9694576,Geoman057,3,1,0,0,0,3,1,21,3,0
235870660,9694576,Geoman057,4,2,0,0,0,4,1,13,7,0
235928242,9694576,Geoman057,5,1,0,0,0,5,1,10,9,0
235870660,9694576,Geoman057,5,2,0,0,0,4,1,13,7,0
236141727,9694576,Geoman057,6,1,1,0,0,5,1,19,10,1
236176032,9694576,Geoman057,7,9,0,0,0,6,2,53,18,0
236239715,9694576,Geoman057,8,2,3,0,0,3,2,24,15,1
236337657,9694576,Geoman057,9,4,3,0,0,8,2,26,17,0
235634322,10309968,gerulm,1,2,0,0,0,5,2,23,11,4
235721549,10309968,gerulm,2,2,0,0,0,3,2,8,8,0
235833992,10309968,gerulm,3,1,0,0,0,2,1,12,9,4
235835130,10309968,gerulm,4,13,0,0,0,11,7,45,7,0
235947619,10309968,gerulm,5,7,0,0,0,9,2,35,17,4
236075727,10309968,gerulm,6,8,0,0,0,15,1,59,21,9
236078211,10309968,gerulm,6,12,0,0,0,116,12,74,7,12
236171379,10309968,gerulm,7,5,1,0,0,28,5,59,12,0
236284649,10309968,gerulm,8,2,2,0,0,4,2,38,21,7
236541266,10309968,gerulm,9,2,0,0,0,6,2,26,15,5
236543324,10309968,gerulm,10,3,1,0,0,18,2,19,10,0
236581915,10309968,gerulm,11,17,1,0,1,59,5,277,23,0
236596226,10309968,gerulm,12,4,0,0,0,9,2,43,20,0
236657180,10309968,gerulm,13,6,0,0,0,15,6,72,8,0
236786106,10309968,gerulm,14,4,2,0,0,8,2,53,17,0
236811859,10309968,gerulm,14,6,5,1,0,15,2,134,22,1
236886114,10309968,gerulm,15,6,0,0,0,31,2,22,7,0
237264386,10309968,gerulm,17,2,0,2,0,3,1,109,14,0
237298630,10309968,gerulm,18,5,1,1,0,8,3,51,27,3
237308410,10309968,gerulm,19,5,0,0,0,6,2,36,17,0
237308410,10309968,gerulm,20,5,0,0,0,6,2,36,17,0
237314314,10309968,gerulm,20,10,5,1,0,15,2,126,24,0
237420527,10309968,gerulm,21,2,0,0,0,3,1,11,11,0
235612785,25876369,gmenegoz,1,9,0,0,0,10,2,70,27,1
235754602,25876369,gmenegoz,2,6,3,0,0,11,2,44,24,1
235757254,25876369,gmenegoz,3,1,1,0,0,3,1,13,13,0
235870187,25876369,gmenegoz,4,8,2,0,0,11,3,73,25,1
235938728,25876369,gmenegoz,5,11,1,0,0,7,3,68,32,0
236046663,25876369,gmenegoz,6,2,7,0,0,3,1,53,21,2
236153219,25876369,gmenegoz,7,7,10,4,0,2,1,102,39,0
236258133,25876369,gmenegoz,8,38,2,0,0,13,8,188,44,3
238637369,25876369,gmenegoz,9,13,9,2,0,3,1,203,51,9
237407996,25876369,gmenegoz,10,3,2,0,0,4,1,24,20,0
238366406,25876369,gmenegoz,11,136,15,5,1,224,49,1581,59,2
236675474,25876369,gmenegoz,12,8,0,0,0,5,1,68,24,0
236672860,25876369,gmenegoz,13,2,0,0,0,4,1,15,12,0
238366524,25876369,gmenegoz,16,3,4,2,0,6,2,68,26,1
238370277,25876369,gmenegoz,17,11,11,1,0,4,2,139,40,0
238771891,25876369,gmenegoz,18,3,0,0,0,6,2,44,22,1
238655276,25876369,gmenegoz,19,15,7,3,0,3,2,112,36,3
238772622,25876369,gmenegoz,20,6,12,4,0,2,1,62,35,0
238772866,25876369,gmenegoz,21,6,0,0,0,8,2,35,15,0
236282233,26919075,GooglerChris,8,12,8,0,0,9,2,104,34,4
235608446,18900622,gordoncr,1,3,0,0,0,4,2,26,13,5
235685977,18900622,gordoncr,2,4,0,0,0,2,1,17,16,0
235775581,18900622,gordoncr,3,2,1,0,0,6,2,37,19,0
235829183,18900622,gordoncr,4,3,0,0,0,9,6,33,13,0
235921411,18900622,gordoncr,5,4,2,0,0,6,3,58,24,3
236021901,18900622,gordoncr,6,13,8,0,0,7,6,57,12,1
236125646,18900622,gordoncr,7,2,2,0,0,6,1,19,13,0
236262769,18900622,gordoncr,8,80,2,0,0,105,21,367,25,40
236404357,18900622,gordoncr,9,1,0,0,0,7,5,15,11,0
236405090,18900622,gordoncr,10,3,1,0,0,5,2,27,14,2
235566953,139209,gromko,1,4,2,0,0,12,2,62,19,0
235744521,139209,gromko,2,20,1,0,0,8,5,86,21,0
235760468,139209,gromko,3,3,0,0,0,18,5,46,11,0
235823223,139209,gromko,4,29,8,0,0,14,9,131,28,0
235886935,139209,gromko,5,9,2,0,0,16,5,56,25,0
236017637,139209,gromko,6,34,4,0,0,24,12,250,24,3
236144518,139209,gromko,7,6,8,0,0,4,3,215,23,0
236229242,139209,gromko,8,8,4,0,0,7,3,64,27,3
113498666,139209,gromko,9,31,28,2,0,17,13,443,48,0
236402577,139209,gromko,10,6,6,0,3,6,5,56,19,0
236462175,139209,gromko,11,149,123,4,3,39,36,1723,26,3
236548589,139209,gromko,12,10,0,0,0,13,3,49,14,0
236641628,139209,gromko,13,17,1,0,0,27,6,97,38,0
236737706,139209,gromko,14,40,23,1,0,276,11,277,36,2
236850245,139209,gromko,15,11,1,0,0,18,6,84,26,0
236952899,139209,gromko,16,36,37,1,0,30,9,411,34,0
237018549,139209,gromko,17,15,9,4,0,9,6,187,40,0
237065696,139209,gromko,18,24,18,0,0,27,7,426,28,0
237137887,139209,gromko,19,14,13,0,0,10,4,138,38,1
237270727,139209,gromko,20,30,18,0,0,27,7,438,32,0
12392319,139209,gromko,21,38,8,0,0,27,22,164,24,0
236852382,18095179,HDStech2016,1,2,0,0,0,4,2,16,9,0
237108035,31492686,helener123,1,2,0,0,0,6,2,19,6,0
237110277,31492686,helener123,2,3,0,0,0,7,1,25,10,0
237115812,31492686,helener123,3,1,0,0,0,6,1,38,6,0
237118899,31492686,helener123,4,8,0,0,0,8,1,20,8,0
237235870,31492686,helener123,5,5,1,0,0,7,2,21,14,0
237340768,31492686,helener123,7,1,0,0,1,8,2,17,7,0
237529487,31492686,helener123,8,2,1,0,0,8,2,31,17,1
237703289,31492686,helener123,9,4,0,0,0,3,1,23,8,0
237708741,31492686,helener123,10,4,1,0,0,4,1,22,17,0
237718730,31492686,helener123,11,2,0,0,0,5,1,33,13,0
237741833,31492686,helener123,12,3,0,0,0,8,1,11,9,0
237819786,31492686,helener123,13,2,0,0,0,8,2,29,17,6
237823642,31492686,helener123,14,1,2,0,0,7,1,42,9,0
237897513,31492686,helener123,15,1,1,0,0,3,1,21,13,0
237902799,31492686,helener123,16,1,0,0,0,6,2,13,10,1
237919755,31492686,helener123,17,1,1,1,0,4,1,71,12,0
237937061,31492686,helener123,18,2,0,0,0,9,1,22,9,0
237996125,31492686,helener123,19,7,0,0,0,11,2,21,12,1
238036264,31492686,helener123,20,6,0,0,0,7,2,32,12,3
238039626,31492686,helener123,21,6,0,0,0,7,2,31,12,3
235620768,2176961,HeloisaZal,1,16,0,0,0,13,5,90,29,0
235694882,2176961,HeloisaZal,2,71,0,0,0,33,21,358,27,0
235694882,2176961,HeloisaZal,3,71,0,0,0,33,21,358,27,0
235766518,2176961,HeloisaZal,3,20,0,0,0,19,7,129,23,0
235826145,2176961,HeloisaZal,4,16,0,0,0,14,6,132,25,4
235893585,2176961,HeloisaZal,5,12,0,0,0,26,1,117,23,2
236002659,2176961,HeloisaZal,6,13,1,0,0,10,4,153,30,1
236112092,2176961,HeloisaZal,7,11,0,0,0,9,4,108,25,16
236254974,2176961,HeloisaZal,8,13,2,0,0,14,2,71,21,1
236313319,2176961,HeloisaZal,9,42,2,0,0,17,13,223,35,8
236413345,2176961,HeloisaZal,10,8,3,0,0,8,4,142,24,0
236457643,2176961,HeloisaZal,10,33,1,0,0,19,8,144,30,9
236457643,2176961,HeloisaZal,11,33,1,0,0,19,8,144,30,9
236578267,2176961,HeloisaZal,12,35,0,0,0,26,10,180,28,0
236643856,2176961,HeloisaZal,13,6,2,0,0,7,2,43,18,0
236747251,2176961,HeloisaZal,14,19,2,0,0,26,6,189,31,3
236887248,2176961,HeloisaZal,15,2,0,0,0,2,0,14,9,0
236944268,2176961,HeloisaZal,16,34,0,1,0,30,14,208,26,0
237014165,2176961,HeloisaZal,17,11,4,2,0,3,1,124,36,3
237108578,2176961,HeloisaZal,18,22,2,0,0,7,6,275,28,19
237523011,2176961,HeloisaZal,19,9,0,0,5,12,2,54,22,0
238295645,2176961,HeloisaZal,20,85,2,0,0,58,13,422,34,0
235848750,33988811,her_name,1,8,0,0,0,9,3,42,13,0
235850660,33988811,her_name,2,2,1,0,0,5,1,4,4,0
230482936,33988811,her_name,3,10,0,0,0,12,5,120,6,0
236430437,33988811,her_name,4,9,0,0,0,8,3,126,7,0
236431730,33988811,her_name,5,1,0,0,0,4,1,72,9,0
236432372,33988811,her_name,6,1,0,0,0,7,1,6,6,1
235605847,1072279,hetdigilab,1,11,0,0,0,10,2,79,23,4
235705501,1072279,hetdigilab,2,7,1,0,0,2,1,44,32,0
235804742,1072279,hetdigilab,3,8,1,0,0,12,5,59,20,0
235828048,1072279,hetdigilab,4,24,4,0,0,15,5,137,44,4
235984303,1072279,hetdigilab,5,12,2,2,0,13,4,113,35,1
236095880,1072279,hetdigilab,6,5,0,2,0,6,2,81,28,3
236159145,1072279,hetdigilab,7,6,0,0,0,3,2,33,19,4
236212994,1072279,hetdigilab,8,6,1,0,0,6,3,60,32,4
236354561,1072279,hetdigilab,9,13,1,1,0,15,5,127,31,2
236395620,1072279,hetdigilab,10,10,1,0,0,5,3,72,30,3
236564087,1072279,hetdigilab,12,6,0,0,0,6,2,48,21,0
236636316,1072279,hetdigilab,13,6,0,1,0,9,3,61,35,3
236777211,1072279,hetdigilab,14,15,1,1,0,18,10,103,17,1
236965547,1072279,hetdigilab,16,5,0,1,0,5,2,44,19,1
237059188,1072279,hetdigilab,17,11,1,2,0,12,5,85,23,2
237080204,1072279,hetdigilab,18,10,0,1,0,17,5,121,24,0
237180102,1072279,hetdigilab,19,9,0,0,0,7,3,58,32,2
237283930,1072279,hetdigilab,20,12,0,0,5,10,4,48,12,0
237443683,1072279,hetdigilab,21,6,0,0,0,8,3,55,23,2
235848314,25334812,heyjessi,1,10,0,0,0,8,3,59,22,0
235850826,25334812,heyjessi,2,3,0,0,0,2,1,10,8,2
235858795,25334812,heyjessi,3,10,4,0,0,9,5,144,30,0
235861123,25334812,heyjessi,4,7,2,0,0,10,3,70,20,0
236088677,25334812,heyjessi,5,6,3,0,0,4,2,54,27,1
236154244,25334812,heyjessi,6,16,4,0,0,16,5,68,17,3
236174328,25334812,heyjessi,7,10,1,0,0,6,4,77,31,4
236243179,25334812,heyjessi,8,2,1,0,0,5,2,37,21,4
236394892,25334812,heyjessi,9,8,0,0,0,6,1,43,17,0
236422059,25334812,heyjessi,10,14,0,0,0,45,8,117,13,0
236453940,25334812,heyjessi,11,16,0,0,1,59,5,291,24,0
238271615,25334812,heyjessi,12,1,1,0,0,5,1,15,14,1
238452932,25334812,heyjessi,13,1,0,0,0,4,1,11,10,0
238271691,25334812,heyjessi,14,1,4,0,0,3,1,42,11,0
238452877,25334812,heyjessi,15,3,0,0,0,4,2,25,15,0
238544443,25334812,heyjessi,16,3,0,0,0,10,3,11,8,1
238545673,25334812,heyjessi,17,3,2,1,0,6,1,41,20,0
238550928,25334812,heyjessi,18,15,6,0,0,15,7,164,24,0
238555411,25334812,heyjessi,19,2,1,0,0,7,1,18,14,2
238645372,25334812,heyjessi,20,24,6,0,0,18,6,108,23,3
238653762,25334812,heyjessi,21,2,4,2,0,3,1,63,21,1
235689398,21171472,HoundTime,1,3,0,0,0,4,2,30,15,4
235695093,21171472,HoundTime,2,4,0,0,0,3,1,14,13,0
235636098,399245,HSSLab,1,4,0,0,0,4,2,32,14,0
235683940,399245,HSSLab,2,7,4,0,0,3,2,57,29,8
235760549,399245,HSSLab,3,19,1,0,0,14,6,83,29,4
235833449,399245,HSSLab,4,33,2,0,0,21,9,171,38,5
235940293,399245,HSSLab,5,18,1,0,0,15,5,126,30,3
236060838,399245,HSSLab,6,6,0,0,0,19,2,40,20,6
236164578,399245,HSSLab,7,6,1,0,1,9,3,70,30,2
236314243,399245,HSSLab,9,23,5,0,0,8,3,148,46,0
236401569,399245,HSSLab,10,24,1,0,0,40,11,145,24,3
236459085,399245,HSSLab,11,20,1,0,0,13,3,123,35,4
236519607,399245,HSSLab,12,23,1,0,0,16,6,129,42,4
236686545,399245,HSSLab,13,5,2,0,0,7,1,42,29,0
236779249,399245,HSSLab,14,6,4,0,0,5,1,61,28,1
236903075,399245,HSSLab,15,10,2,0,0,17,4,65,20,0
237013086,399245,HSSLab,17,8,0,6,0,8,6,55,15,0
237090859,399245,HSSLab,18,1,3,0,0,4,1,51,23,0
237194929,399245,HSSLab,19,11,5,0,0,4,2,68,30,12
237303047,399245,HSSLab,20,13,4,0,1,9,3,133,42,4
236815036,34128835,hzTeacher,1,16,0,0,0,26,5,103,23,0
237132745,34128835,hzTeacher,2,5,0,0,0,11,3,32,17,0
237138133,34128835,hzTeacher,3,4,2,0,0,8,2,67,30,0
237347909,34128835,hzTeacher,4,13,1,0,0,24,5,74,30,2
238845591,34128835,hzTeacher,5,18,2,0,0,19,7,138,39,2
238852871,34128835,hzTeacher,6,8,3,0,0,23,3,62,27,5
239111415,34128835,hzTeacher,7,10,22,0,2,5,1,285,40,0
239213535,34128835,hzTeacher,8,20,3,0,0,14,4,138,33,10
239224516,34128835,hzTeacher,9,3,5,0,0,8,1,167,28,8
240832635,34128835,hzTeacher,10,11,1,0,0,8,3,72,36,4
241072155,34128835,hzTeacher,11,23,2,0,0,16,8,155,42,6
241121670,34128835,hzTeacher,12,39,3,0,0,25,9,353,57,4
243103910,34128835,hzTeacher,13,11,1,0,0,15,5,91,21,0
244386952,34128835,hzTeacher,14,14,17,0,0,42,5,207,58,0
244720232,34128835,hzTeacher,15,12,1,0,0,6,4,99,33,0
244742608,34128835,hzTeacher,16,10,5,0,0,11,3,92,34,0
245749509,34128835,hzTeacher,17,2,4,1,0,3,1,53,23,1
246556607,34128835,hzTeacher,18,16,16,2,0,23,5,217,50,2
245761633,34128835,hzTeacher,19,16,14,1,0,19,4,174,44,1
244386952,34128835,hzTeacher,19,14,17,0,0,42,5,207,58,0
235605355,15872912,IainMillar,1,2,3,0,0,6,2,46,22,1
235696410,15872912,IainMillar,2,4,3,0,0,4,2,18,14,2
235782863,15872912,IainMillar,3,8,0,0,0,10,8,16,2,0
235836112,15872912,IainMillar,4,7,0,0,0,4,2,14,7,0
235915717,15872912,IainMillar,5,4,0,0,0,13,3,31,17,0
236012100,15872912,IainMillar,6,19,10,0,1,24,5,192,21,4
236105078,15872912,IainMillar,7,18,1,0,1,7,4,67,22,0
236247459,15872912,IainMillar,8,8,2,0,1,6,4,60,26,2
236338229,15872912,IainMillar,9,9,3,0,1,6,4,66,27,2
236398594,15872912,IainMillar,10,8,2,0,0,9,3,137,26,0
236451371,15872912,IainMillar,11,12,6,1,0,10,5,68,31,0
236533877,15872912,IainMillar,12,11,1,0,0,11,4,54,26,1
236678788,15872912,IainMillar,13,4,0,0,0,3,2,23,18,2
236764774,15872912,IainMillar,14,4,3,0,1,31,2,42,20,0
236866115,15872912,IainMillar,15,1,1,0,0,3,1,17,17,0
